T,Euribor1Y,HICP,CORE,IPI,EXRATE,NFCRATE,VOL,M3,GDP,LP,UNRATE
2012.3333333333333,1.266,4.58292457704077,4.57388589594833,4.61180455581852,4.62095861508489,3.02,32.021915,16.0801301976367,,,11.3862
2012.4166666666667,1.219,4.58292457704077,4.57563838338205,4.60465802208445,4.61443629441668,2.96,29.2981947368421,16.0833440484366,14.8337734655505,4.5751857167529,11.4862
2012.5,1.0608,4.58496747867057,4.57718214944792,4.60874800733598,4.59420622247866,2.87,24.390185,16.088177843282,,,11.5526
2012.5833333333333,0.8766,4.58832916879207,4.57738780497564,4.61383707684345,4.59420812811716,2.64,23.7906619047619,16.0873395952948,,,11.5978
2012.6666666666667,0.7398,4.59117267634424,4.57872353597311,4.59952190396268,4.61652661548371,2.65,23.0561555555556,16.0890532743461,14.8325356231971,4.57690818461336,11.7167
2012.75,0.6501,4.59259140378123,4.58016002298392,4.59020988633706,4.62210455574377,2.68,21.7421523809524,16.0952843401096,,,11.8657
2012.8333333333335,0.5879,4.59188229166116,4.58087749341905,4.58290677615209,4.61676233017314,2.68,20.49016,16.0956201587392,,,11.9982
2012.9166666666667,0.5493,4.59279391492004,4.58241319886548,4.58604321364222,4.63143168331752,2.68,17.1468866666667,16.0963802695137,14.8284702442721,4.57894976916173,12.0228
2013.0,0.5753,4.59511985013459,4.58312905511121,4.57554993792638,4.64528253617783,2.65,15.72448,16.0945818557896,,,12.2204
2013.0833333333335,0.5942,4.59643212004481,4.58312905511121,4.57976047046272,4.65544785717232,2.64,20.6852611111111,16.0963543115737,,,12.2318
2013.1666666666667,0.545,4.59794414089635,4.58537555865991,4.58604321364222,4.63915887727682,2.6,19.7013611111111,16.098219318946,14.8248534640841,4.5810943121239,12.23
2013.25,0.5284,4.59693638106099,4.58496747867057,4.59332353701034,4.64079631124993,2.7,21.0643631578947,16.100141739733,,,12.2482
2013.3333333333335,0.4838,4.5973396068729,4.58598736657132,4.59124884746948,4.64251913674571,2.67,17.733615,16.1017098337127,,,12.2194
2013.4166666666667,0.5071,4.59874961818517,4.5869043771812,4.59849150716879,4.66117707232397,2.59,23.13265,16.0997495863595,14.8314063244451,4.58504963290399,12.1648
2013.5,0.5254,4.60035862899087,4.58731166768678,4.59124884746948,4.66107993783584,2.68,19.2771428571429,16.1011863918325,,,12.1329
2013.5833333333335,0.5423,4.60096134121404,4.58731166768678,4.59539393112465,4.6740873774397,2.57,17.81561,16.1054880075755,,,12.1034
